No,Tanggal,Jenis Trans,IN/OUT,Product Code/Model,Jenis Barang,Nama Barang,Serial Number,Gudang/Rak,Jumlah,Keterangan,,,Jenis Trans,IN/OUT,ket,,,,,,,
727,10-Apr-25,ADJ -,OUT,,Stop Kontak,BROCO Kepala Stop Kontak (Steker),,Rak A,3,,Stop KontakBROCO Kepala Stop Kontak (Steker),,,,,,,,,,,
728,10-Apr-25,MUT K,OUT,SIP-T31P,IP-Phone,YEALINK Classic IP Phone SIP-T31P,201043E090002639,Rak D,1,,IP-PhoneYEALINK Classic IP Phone SIP-T31P,,,,,,,,,,,
729,10-Apr-25,MUT M,IN,SIP-T31P,IP-Phone,YEALINK Classic IP Phone SIP-T31P,201043E090002639,Lemari Kaca,1,24.9A.D8.22.7C.0A,IP-PhoneYEALINK Classic IP Phone SIP-T31P,,,,,,,,,,,
730,10-Apr-25,MUT K,OUT,SIP-T31P,IP-Phone,YEALINK Classic IP Phone SIP-T31P,201043E090002950,Rak D,1,,IP-PhoneYEALINK Classic IP Phone SIP-T31P,,,,,,,,,,,
731,10-Apr-25,MUT M,IN,SIP-T31P,IP-Phone,YEALINK Classic IP Phone SIP-T31P,201043E090002950,Lemari Kaca,1,24.9A.D8.22.7C.1F,IP-PhoneYEALINK Classic IP Phone SIP-T31P,,,,,,,,,,,
732,10-Apr-25,KELUAR,OUT,SIP-T31P,IP-Phone,YEALINK Classic IP Phone SIP-T31P,201043E090001822,Rak D,1,24.9A.D8.22.7A.ED,IP-PhoneYEALINK Classic IP Phone SIP-T31P,,,,,,,,,,,
733,10-Apr-25,MUT K,OUT,S015639/S015634,Ribbon Cartridge,EPSON Ribbon Cartridge LQ310,231922292,Rak F,1,,Ribbon CartridgeEPSON Ribbon Cartridge LQ310,,,,,,,,,,,
734,10-Apr-25,MUT M,IN,S015639/S015634,Ribbon Cartridge,EPSON Ribbon Cartridge LQ310,231922292,Lemari Kaca,1,,Ribbon CartridgeEPSON Ribbon Cartridge LQ310,,,,,,,,,,,
735,10-Apr-25,MUT K,OUT,S015639/S015634,Ribbon Cartridge,EPSON Ribbon Cartridge LQ310,231922322,Rak F,1,,Ribbon CartridgeEPSON Ribbon Cartridge LQ310,,,,,,,,,,,
736,10-Apr-25,MUT M,IN,S015639/S015634,Ribbon Cartridge,EPSON Ribbon Cartridge LQ310,231922322,Lemari Kaca,1,,Ribbon CartridgeEPSON Ribbon Cartridge LQ310,,,,,,,,,,,
737,10-Apr-25,MASUK,IN,W2090A,Printer Cartridge,HP Toner Cartridge 119A Black,,Lemari Kaca,1,,Printer CartridgeHP Toner Cartridge 119A Black,,,,,,,,,,,
738,10-Apr-25,MUT K,OUT,W2092A,Printer Cartridge,HP Toner Cartridge 119A Yellow,,Rak F,1,,Printer CartridgeHP Toner Cartridge 119A Yellow,,,,,,,,,,,
739,10-Apr-25,MUT M,IN,W2092A,Printer Cartridge,HP Toner Cartridge 119A Yellow,,Lemari Kaca,1,,Printer CartridgeHP Toner Cartridge 119A Yellow,,,,,,,,,,,
740,11-Apr-25,KELUAR,OUT,CF276A,Printer Cartridge,HP Toner Cartridge 76A Black,,Lemari Kaca,1,SR1684915 - Reynaldo Yolwan Kambey (Maintenance),Printer CartridgeHP Toner Cartridge 76A Black,,,,,,,,,,,
741,11-Apr-25,ADJ -,OUT,MC210CS(UN),Media Converter,TP-LINK Gigabit Single Mode Media Converter MC210,22130A0002225,Lemari Kaca,1,,Media ConverterTP-LINK Gigabit Single Mode Media Converter MC210,,,,,,,,,,,
742,11-Apr-25,ADJ -,OUT,SPN3042,Stop Kontak,PHILIPS 4 Ways Power Extension With USB Charging,,Lemari Kaca,1,,Stop KontakPHILIPS 4 Ways Power Extension With USB Charging,,,,,,,,,,,
743,11-Apr-25,KELUAR,OUT,CF283A,Printer Cartridge,HP Toner Cartridge 83A Black,,Lemari Kaca,1,SR1685140 - Akhmad Maulana Rizalni (Reff),Printer CartridgeHP Toner Cartridge 83A Black,,,,,,,,,,,
744,14-Apr-25,KELUAR,OUT,W2090A,Printer Cartridge,HP Toner Cartridge 119A Black,,Lemari Kaca,1,SR1685611 - Rafli Zulfikar Amrullah (Lab. Bio),Printer CartridgeHP Toner Cartridge 119A Black,,,,,,,,,,,
745,14-Apr-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,1,SR1685679 - Putri Purnama Sapey (WB),Printer InkEPSON Ink 003 Black,,,,,,,,,,,
746,15-Apr-25,ADJ -,OUT,KVR26N19S8/8,Memory,KINGSTON 8GB DDR4 PC 2666,,Lemari Kaca,1,,MemoryKINGSTON 8GB DDR4 PC 2666,,,,,,,,,,,
747,15-Apr-25,ADJ -,OUT,MDZ-24-AA,Android TV,Mi TV Stick Android TV,26919/800005475496,Lemari Kaca,1,,Android TVMi TV Stick Android TV,,,,,,,,,,,
748,15-Apr-25,ADJ -,OUT,,Kabel,Kabel DP,,Lemari Kaca,1,,KabelKabel DP,,,,,,,,,,,
749,16-Apr-25,KELUAR,OUT,PA810,Printer,Printer EPSON LQ-310,R9JYJ04525,Rak C,1,,PrinterPrinter EPSON LQ-310,,,,,,,,,,,
750,16-Apr-25,KELUAR,OUT,CJ688TPBU,Jack Module,PANDUIT Mini-com tx6 Plus Jack Module,,Lemari,1,,Jack ModulePANDUIT Mini-com tx6 Plus Jack Module,,,,,,,,,,,
751,16-Apr-25,MASUK,IN,H839C,Proyektor,EPSON Proyektor EB-X400,X4GU9Y06096,Rak C,1,ex. Biodiesel,ProyektorEPSON Proyektor EB-X400,,,,,,,,,,,
752,17-Apr-25,KELUAR,OUT,TL-SF1008D(UN) Ver:12.0,Switch,TP-LINK 8 Port 10/100Mbps Desktop Switch,22392T5011026,Lemari Kaca,1,SR1688564 - Dino Febrianto (electrical),SwitchTP-LINK 8 Port 10/100Mbps Desktop Switch,,,,,,,,,,,
753,17-Apr-25,MASUK,IN,,Kabel,Kabel DP,,Lemari Kaca,,,KabelKabel DP,,,,,,,,,,,
754,21-Apr-25,KELUAR,OUT,SIP-T31P,IP-Phone,YEALINK Classic IP Phone SIP-T31P,201043E090002639,Lemari Kaca,1,24.9A.D8.22.7C.0A,IP-PhoneYEALINK Classic IP Phone SIP-T31P,,,,,,,,,,,
755,21-Apr-25,KELUAR,OUT,CJ688TPBU,Jack Module,PANDUIT Mini-com tx6 Plus Jack Module,,Lemari,2,,Jack ModulePANDUIT Mini-com tx6 Plus Jack Module,,,,,,,,,,,
756,25-Apr-25,KELUAR,OUT,SIP-T31P,IP-Phone,YEALINK Classic IP Phone SIP-T31P,201043E090002950,Lemari Kaca,1,,IP-PhoneYEALINK Classic IP Phone SIP-T31P,,,,,,,,,,,
757,25-Apr-25,MASUK,IN,SIP-T31P,IP-Phone,YEALINK Classic IP Phone SIP-T31P,201043E090002639,Lemari Kaca,1,"gak jadi dipasang (first aid, ternyata masalahnya di kabel lan)",IP-PhoneYEALINK Classic IP Phone SIP-T31P,,,,,,,,,,,
758,28-Apr-25,KELUAR,OUT,TL-SF1008D(UN) Ver:12.0,Switch,TP-LINK 8 Port 10/100Mbps Desktop Switch,22453L0011867,Lemari Kaca,1,IM571164 - Ivandre Waspika (QC - L.C),SwitchTP-LINK 8 Port 10/100Mbps Desktop Switch,,,,,,,,,,,
759,28-Apr-25,KELUAR,OUT,DS-3E1506P-EI/M,PoE Switch,HIKVISION 4 Port Gigabit Smart POE Switch,FR3225650,Rak A,1,,PoE SwitchHIKVISION 4 Port Gigabit Smart POE Switch,,,,,,,,,,,
760,28-Apr-25,ADJ +,IN,,Ribbon Cartridge,FARGO Card Printer Cleaning Kit,,Rak B,1,ELTO 2442 - PO4500377589,Ribbon CartridgeFARGO Card Printer Cleaning Kit,,,,,,,,,,,
761,28-Apr-25,MUT K,OUT,NVL-OTB-MB-12/4-SM-SC,OTB,NETVIEL OTB Minibox 4 port SC Singlemode,,Rak D,2,,OTBNETVIEL OTB Minibox 4 port SC Singlemode,,,,,,,,,,,
762,28-Apr-25,MUT M,IN,NVL-OTB-MB-12/4-SM-SC,OTB,NETVIEL OTB Minibox 4 port SC Singlemode,,Rak B,2,,OTBNETVIEL OTB Minibox 4 port SC Singlemode,,,,,,,,,,,
763,28-Apr-25,ADJ +,IN,NVL-OTB-RM-24/12-SM-LC-S-P,OTB,NETVIEL OTB Rackmount 12 port LC Singlemode,,Rak B,3,2 new + 1 ex,OTBNETVIEL OTB Rackmount 12 port LC Singlemode,,,,,,,,,,,
764,28-Apr-25,ADJ -,OUT,,Lain-lain,Break Glass - Emergency,,Rak B,2,,Lain-lainBreak Glass - Emergency,,,,,,,,,,,
765,29-Apr-25,KELUAR,OUT,M-U0026,Mouse,LOGITECH Mouse,2330HS03V458,Lemari Kaca,1,SR1694448 - Febrianti (RG),MouseLogitech Mouse,,,,,,,,,,,
766,29-Apr-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,1,SR1693789 - Rianda Dwita Sari Wardhani (WS),Printer InkEPSON Ink 003 Black,,,,,,,,,,,
767,29-Apr-25,KELUAR,OUT,SIP-T31P,IP-Phone,YEALINK Classic IP Phone SIP-T31P,201043E090002639,Lemari Kaca,1,SR1694909 - Arofi Yanuar Rachman (QMS),IP-PhoneYEALINK Classic IP Phone SIP-T31P,,,,,,,,,,,
768,30-Apr-25,KELUAR,OUT,CJ688TPBU,Jack Module,PANDUIT Mini-com tx6 Plus Jack Module,,Lemari,1,,Jack ModulePANDUIT Mini-com tx6 Plus Jack Module,,,,,,,,,,,
769,30-Apr-25,KELUAR,OUT,C7977A RW,Backup Tape,HPE LTO-7 Ultrium RW Data Cartridge 15TB,,Lemari,3,Backup tape full monthly Apr'25,Backup TapeHPE LTO-7 Ultrium RW Data Cartridge 15TB,,,,,,,,,,,
770,30-Apr-25,KELUAR,OUT,W2310A,Printer Cartridge,HP Toner Cartridge 215A Black,,Lemari Kaca,1,SR1695488 - Reski Fadillah (KCP),Printer CartridgeHP Toner Cartridge 215A Black,,,,,,,,,,,
771,30-Apr-25,KELUAR,OUT,W2311A,Printer Cartridge,HP Toner Cartridge 215A Cyan,,Lemari Kaca,1,SR1695488 - Reski Fadillah (KCP),Printer CartridgeHP Toner Cartridge 215A Cyan,,,,,,,,,,,
772,30-Apr-25,KELUAR,OUT,W2313A,Printer Cartridge,HP Toner Cartridge 215A Magenta,,Lemari Kaca,1,SR1695488 - Reski Fadillah (KCP),Printer CartridgeHP Toner Cartridge 215A Magenta,,,,,,,,,,,
773,30-Apr-25,KELUAR,OUT,W2312A,Printer Cartridge,HP Toner Cartridge 215A Yellow,,Lemari Kaca,1,SR1695488 - Reski Fadillah (KCP),Printer CartridgeHP Toner Cartridge 215A Yellow,,,,,,,,,,,
774,5-May-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,1,SR1697006 - Oktaviana (WB),Printer InkEPSON Ink 003 Black,,,,,,,,,,,
775,5-May-25,KELUAR,OUT,M-U0026,Mouse,LOGITECH Mouse,2330HS053HT8,Lemari Kaca,1,SR1697299 - Akhmad Maulana Rizalni (Reff),MouseLogitech Mouse,,,,,,,,,,,
776,5-May-25,KELUAR,OUT,M-U0026,Mouse,LOGITECH Mouse,2213HS0BWCE8,Lemari Kaca,1,SR1697299 - Akhmad Maulana Rizalni (Reff),MouseLogitech Mouse,,,,,,,,,,,
777,6-May-25,MUT K,OUT,SIP-T31P,IP-Phone,YEALINK Classic IP Phone SIP-T31P,201043E090002190,Rak D,1,24.9A.D8.22.7A.FB,IP-PhoneYEALINK Classic IP Phone SIP-T31P,,,,,,,,,,,
778,6-May-25,MUT M,IN,SIP-T31P,IP-Phone,YEALINK Classic IP Phone SIP-T31P,201043E090002190,Lemari Kaca,1,24.9A.D8.22.7A.FB,IP-PhoneYEALINK Classic IP Phone SIP-T31P,,,,,,,,,,,
779,6-May-25,MUT K,OUT,SIP-T31P,IP-Phone,YEALINK Classic IP Phone SIP-T31P,201043E090003002,Rak D,1,24.9A.D8.22.7C.10,IP-PhoneYEALINK Classic IP Phone SIP-T31P,,,,,,,,,,,
780,6-May-25,MUT M,IN,SIP-T31P,IP-Phone,YEALINK Classic IP Phone SIP-T31P,201043E090003002,Lemari Kaca,1,24.9A.D8.22.7C.10,IP-PhoneYEALINK Classic IP Phone SIP-T31P,,,,,,,,,,,
781,6-May-25,MUT K,OUT,CF400A,Printer Cartridge,HP Toner Cartridge 201A Black,,Rak F,1,,Printer CartridgeHP Toner Cartridge 201A Black,,,,,,,,,,,
782,6-May-25,MUT M,IN,CF400A,Printer Cartridge,HP Toner Cartridge 201A Black,,Lemari Kaca,1,,Printer CartridgeHP Toner Cartridge 201A Black,,,,,,,,,,,
783,6-May-25,MUT K,OUT,CF402A,Printer Cartridge,HP Toner Cartridge 201A Yellow,,Rak F,1,,Printer CartridgeHP Toner Cartridge 201A Yellow,,,,,,,,,,,
784,6-May-25,MUT M,IN,CF402A,Printer Cartridge,HP Toner Cartridge 201A Yellow,,Lemari Kaca,1,,Printer CartridgeHP Toner Cartridge 201A Yellow,,,,,,,,,,,
785,6-May-25,MUT K,OUT,W2310A,Printer Cartridge,HP Toner Cartridge 215A Black,,Rak F,1,,Printer CartridgeHP Toner Cartridge 215A Black,,,,,,,,,,,
786,6-May-25,MUT M,IN,W2310A,Printer Cartridge,HP Toner Cartridge 215A Black,,Lemari Kaca,1,,Printer CartridgeHP Toner Cartridge 215A Black,,,,,,,,,,,
787,6-May-25,MUT K,OUT,W2311A,Printer Cartridge,HP Toner Cartridge 215A Cyan,,Rak F,1,,Printer CartridgeHP Toner Cartridge 215A Cyan,,,,,,,,,,,
788,6-May-25,MUT M,IN,W2311A,Printer Cartridge,HP Toner Cartridge 215A Cyan,,Lemari Kaca,1,,Printer CartridgeHP Toner Cartridge 215A Cyan,,,,,,,,,,,
789,6-May-25,MUT K,OUT,W2313A,Printer Cartridge,HP Toner Cartridge 215A Magenta,,Rak F,1,,Printer CartridgeHP Toner Cartridge 215A Magenta,,,,,,,,,,,
790,6-May-25,MUT M,IN,W2313A,Printer Cartridge,HP Toner Cartridge 215A Magenta,,Lemari Kaca,1,,Printer CartridgeHP Toner Cartridge 215A Magenta,,,,,,,,,,,
791,6-May-25,MUT K,OUT,W2312A,Printer Cartridge,HP Toner Cartridge 215A Yellow,,Rak F,1,,Printer CartridgeHP Toner Cartridge 215A Yellow,,,,,,,,,,,
792,6-May-25,MUT M,IN,W2312A,Printer Cartridge,HP Toner Cartridge 215A Yellow,,Lemari Kaca,1,,Printer CartridgeHP Toner Cartridge 215A Yellow,,,,,,,,,,,
793,6-May-25,MUT K,OUT,CF283A,Printer Cartridge,HP Toner Cartridge 83A Black,,Rak F,1,,Printer CartridgeHP Toner Cartridge 83A Black,,,,,,,,,,,
794,6-May-25,MUT M,IN,CF283A,Printer Cartridge,HP Toner Cartridge 83A Black,,Lemari Kaca,1,,Printer CartridgeHP Toner Cartridge 83A Black,,,,,,,,,,,
795,7-May-25,MASUK,IN,,Kabel,Kabel Power,,Lemari Kaca,4,,KabelKabel Power,,,,,,,,,,,
796,7-May-25,KELUAR,OUT,M-U0026,Mouse,LOGITECH Mouse,2330HS053HU8,Lemari Kaca,1,SR1699074 - Tio Prima Matondang (Reff 3),MouseLogitech Mouse,,,,,,,,,,,
797,16-May-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Cyan,,Lemari Kaca,1,SR1705280 - Oktaviana (WB),Printer InkEPSON Ink 003 Cyan,,,,,,,,,,,
798,16-May-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Magenta,,Lemari Kaca,1,SR1705280 - Oktaviana (WB),Printer InkEPSON Ink 003 Magenta,,,,,,,,,,,
799,16-May-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Yellow,,Lemari Kaca,1,SR1705280 - Oktaviana (WB),Printer InkEPSON Ink 003 Yellow,,,,,,,,,,,
800,16-May-25,ADJ -,OUT,ST8000VE001,HDD,SEAGATE SKYHAWK AI 8TB,WWZ66A64,Lemari,1,,HDDSEAGATE SKYHAWK AI 8TB,,,,,,,,,,,
801,16-May-25,ADJ -,OUT,ST8000VE001,HDD,SEAGATE SKYHAWK AI 8TB,,Lemari,1,,HDDSEAGATE SKYHAWK AI 8TB,,,,,,,,,,,
802,16-May-25,ADJ -,OUT,ST8000VE001,HDD,SEAGATE SKYHAWK AI 8TB,,Lemari,1,,HDDSEAGATE SKYHAWK AI 8TB,,,,,,,,,,,
803,16-May-25,ADJ -,OUT,ST8000VE001,HDD,SEAGATE SKYHAWK AI 8TB,,Lemari,1,,HDDSEAGATE SKYHAWK AI 8TB,,,,,,,,,,,
804,16-May-25,ADJ -,OUT,ST8000VE001,HDD,SEAGATE SKYHAWK AI 8TB,,Lemari,1,,HDDSEAGATE SKYHAWK AI 8TB,,,,,,,,,,,
805,16-May-25,ADJ -,OUT,ST8000VE001,HDD,SEAGATE SKYHAWK AI 8TB,,Lemari,1,,HDDSEAGATE SKYHAWK AI 8TB,,,,,,,,,,,
806,16-May-25,ADJ -,OUT,ST8000VE001,HDD,SEAGATE SKYHAWK AI 8TB,,Lemari,1,,HDDSEAGATE SKYHAWK AI 8TB,,,,,,,,,,,
807,16-May-25,ADJ -,OUT,ST8000VE001,HDD,SEAGATE SKYHAWK AI 8TB,,Lemari,1,,HDDSEAGATE SKYHAWK AI 8TB,,,,,,,,,,,
808,16-May-25,KELUAR,OUT,RPS0100,Power Supply,CORSAIR ATX Power Supply 450W,1.85298E+19,Lemari Kaca,1,SR1705608 - Dino Febrianto (electric),Power SupplyCORSAIR ATX Power Supply 450W,,,,,,,,,,,
809,19-May-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Cyan,,Lemari Kaca,1,SR1706509 - Achmad Maulana (PLB),Printer InkEPSON Ink 003 Cyan,,,,,,,,,,,
810,27-May-25,MASUK,IN,,HDD Server,HDD Server (Bekas/Rusak),,Lemari,1,Degraded BPNKRNBKP01 (OS),HDD ServerHDD Server (Bekas/Rusak),,,,,,,,,,,
811,28-May-25,KELUAR,OUT,C7977A RW,Backup Tape,HPE LTO-7 Ultrium RW Data Cartridge 15TB,,Lemari,3,SR1712292 - backup tape full may'25,Backup TapeHPE LTO-7 Ultrium RW Data Cartridge 15TB,,,,,,,,,,,
812,28-May-25,KELUAR,OUT,910-006521,Laser Presentation,LOGITECH R500s Laser Presentation Remote,2440SC80T2A9,Lemari,1,,Laser PresentationLOGITECH R500s Laser Presentation Remote,,,,,,,,,,,
813,2-Jun-25,KELUAR,OUT,M-U0026,Mouse,LOGITECH Mouse,2330HS053HR8,Lemari Kaca,1,SR1714542 - Camelia Eugenia Dewi (lab. Incoming),MouseLogitech Mouse,,,,,,,,,,,
814,2-Jun-25,KELUAR,OUT,W2310A,Printer Cartridge,HP Toner Cartridge 215A Black,,Lemari Kaca,1,SR1715084 - Reski Fadillah (KCP),Printer CartridgeHP Toner Cartridge 215A Black,,,,,,,,,,,
815,2-Jun-25,KELUAR,OUT,W2311A,Printer Cartridge,HP Toner Cartridge 215A Cyan,,Lemari Kaca,1,SR1715084 - Reski Fadillah (KCP),Printer CartridgeHP Toner Cartridge 215A Cyan,,,,,,,,,,,
816,2-Jun-25,KELUAR,OUT,W2313A,Printer Cartridge,HP Toner Cartridge 215A Magenta,,Lemari Kaca,1,SR1715084 - Reski Fadillah (KCP),Printer CartridgeHP Toner Cartridge 215A Magenta,,,,,,,,,,,
817,2-Jun-25,KELUAR,OUT,W2312A,Printer Cartridge,HP Toner Cartridge 215A Yellow,,Lemari Kaca,1,SR1715084 - Reski Fadillah (KCP),Printer CartridgeHP Toner Cartridge 215A Yellow,,,,,,,,,,,
818,4-Jun-25,KELUAR,OUT,TL-POE150S(UN),PoE Injector,TP-LINK Gigabit PoE Injector,222B5R1002993,Rak B,1,,PoE InjectorTP-LINK Gigabit PoE Injector,,,,,,,,,,,
819,5-Jun-25,KELUAR,OUT,M-U0026,Mouse,LOGITECH Mouse,2213HS0BWCK8,Lemari Kaca,1,SR1690205 - Rio Saputra (SBE),MouseLogitech Mouse,,,,,,,,,,,
820,11-Jun-25,MASUK,IN,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,4,Ervin beli di flashsale,Printer InkEPSON Ink 003 Black,,,,,,,,,,,
821,11-Jun-25,MASUK,IN,,Printer Ink,EPSON Ink 003 Cyan,,Lemari Kaca,1,Ervin beli di flashsale,Printer InkEPSON Ink 003 Cyan,,,,,,,,,,,
822,11-Jun-25,MASUK,IN,,Printer Ink,EPSON Ink 003 Magenta,,Lemari Kaca,1,Ervin beli di flashsale,Printer InkEPSON Ink 003 Magenta,,,,,,,,,,,
823,11-Jun-25,MASUK,IN,,Printer Ink,EPSON Ink 003 Yellow,,Lemari Kaca,1,Ervin beli di flashsale,Printer InkEPSON Ink 003 Yellow,,,,,,,,,,,
824,11-Jun-25,KELUAR,OUT,TL-POE150S(UN),PoE Injector,TP-LINK Gigabit PoE Injector,222B5R1003075,Rak B,1,,PoE InjectorTP-LINK Gigabit PoE Injector,,,,,,,,,,,
825,11-Jun-25,KELUAR,OUT,HSA-D005M,Mouse,HP Mouse,9CT345052D,Lemari Kaca,1,SR1721457 - Osmond Wijaya Soegioko (HR),MouseHP Mouse,,,,,,,,,,,
826,12-Jun-25,KELUAR,OUT,CF403A,Printer Cartridge,HP Toner Cartridge 201A Magenta,,Lemari Kaca,1,SR1722027 - Varenza Numithanodya (OLEO),Printer CartridgeHP Toner Cartridge 201A Magenta,,,,,,,,,,,
827,16-Jun-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,1,SR1724351 - Herdin Hidayat (Biodiesel),Printer InkEPSON Ink 003 Black,,,,,,,,,,,
828,16-Jun-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,1,SR1724443 - Revi (HSE),Printer InkEPSON Ink 003 Black,,,,,,,,,,,
829,17-Jun-25,ADJ +,IN,,Printer Ink,EPSON Ink 003 Cyan,,Lemari Kaca,1,,Printer InkEPSON Ink 003 Cyan,,,,,,,,,,,
830,17-Jun-25,MASUK,IN,,Stationary,ALKALINE Battery AAA,,Lemari,4,Stationary IT,StationaryALKALINE Battery AAA,,,,,,,,,,,
831,17-Jun-25,MASUK,IN,,Stationary,ENERGIZER Battery AAA,,Lemari,2,Stationary IT,StationaryENERGIZER Battery AAA,,,,,,,,,,,
832,17-Jun-25,MASUK,IN,,Stationary,NACHI Double Tape 12mm - 10yard,,Lemari,2,Stationary IT,StationaryNACHI Double Tape 12mm - 10yard,,,,,,,,,,,
833,17-Jun-25,MASUK,IN,VT 6025,Stationary,V-TEC Triangle Paper Clip no 3,,Lemari,9,Stationary IT,StationaryV-TEC Triangle Paper Clip no 3,,,,,,,,,,,
834,19-Jun-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,1,SR1726750 - Putri Purnama Sapey (WB),Printer InkEPSON Ink 003 Black,,,,,,,,,,,
835,19-Jun-25,MUT K,OUT,,Printer Ink,EPSON Ink 664 Black,,Rak F,1,,Printer InkEPSON Ink 664 Black,,,,,,,,,,,
836,19-Jun-25,MUT M,IN,,Printer Ink,EPSON Ink 664 Black,,Lemari Kaca,1,,Printer InkEPSON Ink 664 Black,,,,,,,,,,,
837,19-Jun-25,MUT K,OUT,W2310A,Printer Cartridge,HP Toner Cartridge 215A Black,,Rak F,1,,Printer CartridgeHP Toner Cartridge 215A Black,,,,,,,,,,,
838,19-Jun-25,MUT K,OUT,W2311A,Printer Cartridge,HP Toner Cartridge 215A Cyan,,Rak F,1,,Printer CartridgeHP Toner Cartridge 215A Cyan,,,,,,,,,,,
839,19-Jun-25,MUT K,OUT,W2313A,Printer Cartridge,HP Toner Cartridge 215A Magenta,,Rak F,1,,Printer CartridgeHP Toner Cartridge 215A Magenta,,,,,,,,,,,
840,19-Jun-25,MUT K,OUT,W2312A,Printer Cartridge,HP Toner Cartridge 215A Yellow,,Rak F,1,,Printer CartridgeHP Toner Cartridge 215A Yellow,,,,,,,,,,,
841,19-Jun-25,MUT M,IN,W2310A,Printer Cartridge,HP Toner Cartridge 215A Black,,Lemari Kaca,1,,Printer CartridgeHP Toner Cartridge 215A Black,,,,,,,,,,,
842,19-Jun-25,MUT M,IN,W2311A,Printer Cartridge,HP Toner Cartridge 215A Cyan,,Lemari Kaca,1,,Printer CartridgeHP Toner Cartridge 215A Cyan,,,,,,,,,,,
843,19-Jun-25,MUT M,IN,W2313A,Printer Cartridge,HP Toner Cartridge 215A Magenta,,Lemari Kaca,1,,Printer CartridgeHP Toner Cartridge 215A Magenta,,,,,,,,,,,
844,19-Jun-25,MUT M,IN,W2312A,Printer Cartridge,HP Toner Cartridge 215A Yellow,,Lemari Kaca,1,,Printer CartridgeHP Toner Cartridge 215A Yellow,,,,,,,,,,,
845,19-Jun-25,KELUAR,OUT,DS-2CD2955G0-ISU,Network Camera,HIKVISION 5MP Fixed Fisheye Network Camera,FM3152019,Rak A,1,,Network CameraHIKVISION 5MP Fixed Fisheye Network Camera,,,,,,,,,,,
846,19-Jun-25,KELUAR,OUT,DS-2CD2955G0-ISU,Network Camera,HIKVISION 5MP Fixed Fisheye Network Camera,FM3152030,Rak A,1,,Network CameraHIKVISION 5MP Fixed Fisheye Network Camera,,,,,,,,,,,
847,19-Jun-25,KELUAR,OUT,DS-2CD2955G0-ISU,Network Camera,HIKVISION 5MP Fixed Fisheye Network Camera,FM3152060,Rak A,1,,Network CameraHIKVISION 5MP Fixed Fisheye Network Camera,,,,,,,,,,,
848,19-Jun-25,MUT K,OUT,,Printer Ink,EPSON Ink 664 Black,,Rak F,1,,Printer InkEPSON Ink 664 Black,,,,,,,,,,,
849,19-Jun-25,MUT M,IN,,Printer Ink,EPSON Ink 664 Black,,Lemari Kaca,1,,Printer InkEPSON Ink 664 Black,,,,,,,,,,,
850,19-Jun-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,1,SR1727246 - Catrin Milenia Pangau (Store),Printer InkEPSON Ink 003 Black,,,,,,,,,,,
851,20-Jun-25,MASUK,IN,NVL-DPSM1-SC-SC-003,Patch Cord,Patch Cord SC-SC 3M,,Rak A,6,"kelebihan dari proyek cctv (LTO2504, PR 1000413564, PO 4500414997)",Patch CordPatch Cord SC-SC 3M,,,,,,,,,,,
852,20-Jun-25,KELUAR,OUT,M205,Mouse,Robot Wireless Mouse,,Lemari Kaca,1,SR1727640 - Dwi Alfi Rohmatin (Store),MouseRobot Wireless Mouse,,,,,,,,,,,
853,24-Jun-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Cyan,,Lemari Kaca,1,SR1729273 - Survina Osalia Br Ginting (Desal),Printer InkEPSON Ink 003 Cyan,,,,,,,,,,,
854,24-Jun-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Yellow,,Lemari Kaca,1,SR1729273 - Survina Osalia Br Ginting (Desal),Printer InkEPSON Ink 003 Yellow,,,,,,,,,,,
855,28-Jun-25,KELUAR,OUT,40234,HDMI Switcher,UGREEN 3 Port 3X1 HDMI Switch,,Lemari Kaca,2,,HDMI SwitcherUGREEN 3 Port 3X1 HDMI Switch,,,,,,,,,,,
856,30-Jun-25,KELUAR,OUT,C7977A RW,Backup Tape,HPE LTO-7 Ultrium RW Data Cartridge 15TB,,Lemari,3,,Backup TapeHPE LTO-7 Ultrium RW Data Cartridge 15TB,,,,,,,,,,,
857,20-Jun-25,KELUAR,OUT,TL-POE150S(UN),PoE Injector,TP-LINK Gigabit PoE Injector,222B5R1003127,Rak B,1,telat catat,PoE InjectorTP-LINK Gigabit PoE Injector,,,,,,,,,,,
